id	lg_id	name	code	province_id	district_id	_LEGACY_old_lg_id	centroid
LG-71266	LG-71266	Thalawa PS	266	LK-7	LK-71	LG-71015	[8.180074, 80.357646]
LG-71267	LG-71267	Nuwaragampalatha East PS	267	LK-7	LK-71	LG-71011	[8.276244, 80.427182]
LG-71268	LG-71268	Nuwaragampalatha Central PS	268	LK-7	LK-71	LG-71004	[8.495534, 80.242808]
LG-71269	LG-71269	Nochchiyagama PS	269	LK-7	LK-71	LG-71013	[8.332071, 80.124772]
LG-71270	LG-71270	Rajanganaya PS	270	LK-7	LK-71	LG-71014	[8.182839, 80.184194]
LG-71271	LG-71271	Galnewa PS	271	LK-7	LK-71	LG-71016	[8.030264, 80.435458]
LG-71272	LG-71272	Ipalogama PS	272	LK-7	LK-71	LG-71018	[8.085965, 80.507877]
LG-71273	LG-71273	Mihintale PS	273	LK-7	LK-71	LG-71010	[8.34996, 80.545444]
LG-71274	LG-71274	Thirappane PS	274	LK-7	LK-71	LG-71012	[8.20797, 80.549112]
LG-71275	LG-71275	Kekirawa PS	275	LK-7	LK-71	LG-71017	[8.067228, 80.659319]
LG-71276	LG-71276	Palagala PS	276	LK-7	LK-71	LG-71019	[7.906171, 80.537801]
LG-72277	LG-72277	Polonnaruwa MC	277	LK-7	LK-72	LG-72007	[7.922672, 81.004994]
LG-72278	LG-72278	Elahera PS	278	LK-7	LK-72	LG-72008	[7.809039, 80.841815]
LG-72279	LG-72279	Hingurakgoda PS	279	LK-7	LK-72	LG-72001	[8.105402, 80.871855]
LG-72280	LG-72280	Medirigiriya PS	280	LK-7	LK-72	LG-72002	[8.184528, 81.040361]
LG-72281	LG-72281	Lankapura PS	281	LK-7	LK-72	LG-72003	[8.056455, 81.095277]
LG-72282	LG-72282	Welikanda PS	282	LK-7	LK-72	LG-72004	[8.041277, 81.234527]
LG-72283	LG-72283	Dimbulagala PS	283	LK-7	LK-72	LG-72005	[7.788259, 81.123945]
LG-72284	LG-72284	Polonnaruwa PS	284	LK-7	LK-72	LG-72006	[7.868402, 80.986181]
LG-81285	LG-81285	Badulla MC	285	LK-8	LK-81	LG-81008	[6.989464, 81.057626]
LG-81286	LG-81286	Bandarawela MC	286	LK-8	LK-81	LG-81014	[6.839607, 80.985094]
LG-81287	LG-81287	Haputhale UC	287	LK-8	LK-81	LG-81017	[6.781427, 80.959211]
LG-81288	LG-81288	Mahiyangana PS	288	LK-8	LK-81	LG-81001	[7.438558, 81.083196]
LG-81289	LG-81289	Rideemaliyadda PS	289	LK-8	LK-81	LG-81002	[7.273958, 81.128715]
LG-81290	LG-81290	Soranathota PS	290	LK-8	LK-81	LG-81005	[7.04563, 81.049521]
LG-81291	LG-81291	Meegahakivula PS	291	LK-8	LK-81	LG-81003	[7.125471, 81.083227]
LG-81292	LG-81292	Kandaketiya PS	292	LK-8	LK-81	LG-81004	[7.130739, 80.994074]
LG-81293	LG-81293	Passara PS	293	LK-8	LK-81	LG-81006	[6.965022, 81.147937]
LG-81294	LG-81294	Lunugala PS	294	LK-8	LK-81	LG-81007	[7.038373, 81.188135]
LG-81295	LG-81295	Badulla PS	295	LK-8	LK-81	LG-81009	[6.98534, 81.097466]
LG-81296	LG-81296	Hali Ela PS	296	LK-8	LK-81	LG-81010	[6.945038, 81.020139]
LG-81297	LG-81297	Uva Paranagama PS	297	LK-8	LK-81	LG-81011	[6.966606, 80.917512]
LG-81298	LG-81298	Welimada PS	298	LK-8	LK-81	LG-81012	[6.85996, 80.880949]
LG-81299	LG-81299	Bandarawela PS	299	LK-8	LK-81	LG-81013	[6.825607, 81.017726]
LG-81300	LG-81300	Ella PS	300	LK-8	LK-81	LG-81015	[6.86821, 81.067581]
LG-81301	LG-81301	Haputale PS	301	LK-8	LK-81	LG-81016	[6.794407, 80.963578]
LG-81302	LG-81302	Haldummulla PS	302	LK-8	LK-81	LG-81018	[6.700947, 80.964469]
LG-82303	LG-82303	Bibila PS	303	LK-8	LK-82	LG-82001	[7.189262, 81.296916]
LG-82304	LG-82304	Medagama PS	304	LK-8	LK-82	LG-82003	[7.05262, 81.29259]
LG-82305	LG-82305	Madulla PS	305	LK-8	LK-82	LG-82002	[7.159372, 81.429896]
LG-82306	LG-82306	Siyabalanduwa PS	306	LK-8	LK-82	LG-82004	[6.850997, 81.526674]
LG-82307	LG-82307	Monaragala PS	307	LK-8	LK-82	LG-82005	[6.831522, 81.355555]
LG-82308	LG-82308	Badalkumbura PS	308	LK-8	LK-82	LG-82006	[6.869997, 81.216918]
LG-82309	LG-82309	Buttala PS	309	LK-8	LK-82	LG-82008	[6.655175, 81.294732]
LG-82310	LG-82310	Kataragama PS	310	LK-8	LK-82	LG-82009	[6.497924, 81.411125]
LG-82311	LG-82311	Wellawaya PS	311	LK-8	LK-82	LG-82007	[6.612795, 81.123411]
LG-82312	LG-82312	Thanamalwila PS	312	LK-8	LK-82	LG-82010	[6.467936, 80.99571]
LG-91313	LG-91313	Ratnapura MC	313	LK-9	LK-91	LG-91004	[6.688364, 80.412228]
LG-91314	LG-91314	Balangoda UC	314	LK-9	LK-91	LG-91006	[6.647493, 80.704647]
LG-91315	LG-91315	Embilipitiya UC	315	LK-9	LK-91	LG-91016	[6.327833, 80.863005]
LG-91316	LG-91316	Eheliyagoda PS	316	LK-9	LK-91	LG-91001	[6.837496, 80.227538]
LG-91317	LG-91317	Ratnapura PS	317	LK-9	LK-91	LG-91003	[6.735635, 80.492557]
LG-91318	LG-91318	Kuruwita PS	318	LK-9	LK-91	LG-91002	[6.785579, 80.33067]
LG-91319	LG-91319	Pelmadulla PS	319	LK-9	LK-91	LG-91009	[6.635656, 80.510086]
LG-91320	LG-91320	Balangoda PS	320	LK-9	LK-91	LG-91007	[6.628206, 80.77288]
LG-91321	LG-91321	Imbulpe PS	321	LK-9	LK-91	LG-91005	[6.715205, 80.738024]
LG-91322	LG-91322	Godakawela PS	322	LK-9	LK-91	LG-91014	[6.4992, 80.641571]
LG-91323	LG-91323	Kahawatta PS	323	LK-9	LK-91	LG-91013	[6.528196, 80.545651]
LG-91324	LG-91324	Weligepola PS	324	LK-9	LK-91	LG-91008	[6.561401, 80.711803]
LG-91325	LG-91325	Niwitigala PS	325	LK-9	LK-91	LG-91010	[6.60307, 80.420606]
LG-91326	LG-91326	Ayagama PS	326	LK-9	LK-91	LG-91011	[6.652552, 80.290211]
LG-91327	LG-91327	Kalawana PS	327	LK-9	LK-91	LG-91012	[6.464411, 80.452266]
LG-91328	LG-91328	Embilipitiya PS	328	LK-9	LK-91	LG-91015	[6.358671, 80.80727]
LG-91329	LG-91329	Kolonna PS	329	LK-9	LK-91	LG-91017	[6.389909, 80.681586]
LG-92330	LG-92330	Kegalle MC	330	LK-9	LK-92	LG-92005	[7.252415, 80.349587]
LG-92331	LG-92331	Warakapola PS	331	LK-9	LK-92	LG-92007	[7.203734, 80.231718]
LG-92332	LG-92332	Galigamuwa PS	332	LK-9	LK-92	LG-92006	[7.215606, 80.30541]
LG-92333	LG-92333	Kegalle PS	333	LK-9	LK-92	LG-92004	[7.205008, 80.369917]
LG-92334	LG-92334	Rambukkana PS	334	LK-9	LK-92	LG-92001	[7.323122, 80.386388]
LG-92335	LG-92335	Mawanella PS	335	LK-9	LK-92	LG-92002	[7.22989, 80.473884]
LG-92336	LG-92336	Aranayaka PS	336	LK-9	LK-92	LG-92003	[7.165242, 80.444047]
LG-92337	LG-92337	Yatiyantotoa PS	337	LK-9	LK-92	LG-92010	[7.028376, 80.369524]
LG-92338	LG-92338	Bulatkohupitiya PS	338	LK-9	LK-92	LG-92009	[7.097348, 80.358286]
LG-92339	LG-92339	Ruwanwella PS	339	LK-9	LK-92	LG-92008	[7.063652, 80.218767]
LG-92340	LG-92340	Deraniyagala PS	340	LK-9	LK-92	LG-92012	[6.90682, 80.402205]
LG-92341	LG-92341	Dehiowita PS	341	LK-9	LK-92	LG-92011	[6.939028, 80.280895]
